,city,lat,lng,temp,humidity,cloudiness,wind_spd,country
433,sai buri,6.7,101.62,80.92,81.0,87.0,7.09,TH
434,mikhaylovka,50.06,43.24,37.35,73.0,1.0,5.5,RU
435,butembo,0.15,29.28,58.17,64.0,100.0,1.07,CD
436,qui nhon,13.77,109.23,78.75,82.0,64.0,5.41,VN
437,utiel,39.57,-1.2,54.91,93.0,100.0,3.22,ES
438,muchkapskiy,51.85,42.47,35.37,80.0,12.0,6.82,RU
439,zhigansk,66.77,123.37,6.84,93.0,78.0,12.3,RU
440,suluq,31.67,20.25,60.31,49.0,16.0,7.96,LY
442,rosetta,31.4,30.42,62.6,77.0,0.0,5.82,EG
443,tabou,4.42,-7.35,79.34,86.0,100.0,7.83,CI
444,portland,45.52,-122.68,52.09,76.0,90.0,5.82,US
445,kruisfontein,-34.0,24.73,65.39,36.0,0.0,6.62,ZA
446,salaverry,-8.23,-78.97,71.44,78.0,15.0,7.34,PE
447,coolum beach,-26.53,153.1,64.51,97.0,99.0,1.01,AU
448,olinda,-8.01,-34.86,84.2,74.0,40.0,4.7,BR
449,mantua,45.17,10.78,56.39,76.0,89.0,1.99,IT
450,chase,50.82,-119.69,54.57,55.0,84.0,4.63,CA
451,ifo,6.81,3.2,84.2,83.0,40.0,4.7,NG
452,flin flon,54.77,-101.86,24.8,38.0,20.0,12.75,CA
453,watertown,42.37,-71.18,39.25,80.0,90.0,5.82,US
454,juneau,58.3,-134.42,57.2,41.0,20.0,8.05,US
455,belaya gora,68.53,146.42,2.44,88.0,12.0,6.04,RU
456,icononzo,4.18,-74.53,69.62,55.0,57.0,1.43,CO
457,marsh harbour,26.54,-77.06,80.2,77.0,27.0,9.01,BS
459,leshukonskoye,64.9,45.76,30.85,98.0,84.0,2.15,RU
460,krasnorechenskiy,44.63,135.35,48.9,39.0,0.0,5.23,RU
461,larsnes,62.2,5.58,37.47,88.0,16.0,1.99,NO
462,west plains,36.73,-91.85,61.27,31.0,1.0,9.17,US
463,fuerte olimpo,-21.04,-57.87,69.85,51.0,9.0,0.63,PY
465,nisia floresta,-6.09,-35.21,80.6,88.0,40.0,4.76,BR
466,maumere,-8.62,122.21,83.05,71.0,48.0,1.63,ID
467,breyten,-26.3,29.99,52.9,56.0,49.0,5.55,ZA
468,jega,12.22,4.38,89.42,15.0,8.0,3.69,NG
469,yarada,17.65,83.27,80.85,80.0,0.0,11.34,IN
470,dengzhou,37.81,120.75,51.03,78.0,100.0,8.01,CN
471,sembe,1.65,14.58,72.52,81.0,80.0,0.83,CG
472,sibolga,1.74,98.78,77.61,79.0,80.0,3.4,ID
473,rantepao,-2.97,119.9,73.06,69.0,74.0,0.67,ID
475,mongu,-15.25,23.13,67.06,60.0,97.0,4.54,ZM
476,mount gambier,-37.83,140.77,48.2,100.0,90.0,5.82,AU
477,tucuma,-0.18,-50.05,76.53,91.0,91.0,4.61,BR
478,ushirombo,-3.49,31.96,64.47,69.0,100.0,2.68,TZ
479,high rock,26.62,-78.28,80.6,88.0,75.0,9.17,BS
480,bzenec,48.97,17.27,54.0,74.0,100.0,2.86,CZ
481,taplanszentkereszt,47.2,16.7,55.74,76.0,100.0,0.92,HU
483,camapua,-19.53,-54.04,71.1,75.0,41.0,5.26,BR
484,constantine,36.37,6.61,62.6,77.0,40.0,4.97,DZ
485,noyabrsk,63.2,75.45,42.26,90.0,100.0,19.66,RU
486,mahibadhoo,3.78,72.97,84.81,74.0,53.0,10.13,MV
487,antofagasta,-23.65,-70.4,64.4,77.0,40.0,11.41,CL
488,gravelbourg,49.88,-106.55,39.76,47.0,60.0,14.2,CA
489,weligama,5.97,80.42,78.26,87.0,14.0,4.52,LK
490,tiarei,-17.53,-149.33,86.0,74.0,41.0,5.82,PF
491,zonguldak,41.25,31.83,49.53,60.0,0.0,4.36,TR
492,caraquet,47.79,-64.94,33.85,40.0,1.0,8.05,CA
493,san matias,-16.37,-58.4,73.76,82.0,66.0,2.33,BO
494,port augusta,-32.5,137.77,60.76,87.0,11.0,2.24,AU
495,nizhniy kuranakh,58.84,125.49,15.3,86.0,93.0,6.71,RU
496,dinguiraye,11.3,-10.72,84.45,28.0,86.0,2.91,GN
497,cairns,-16.92,145.77,82.38,78.0,40.0,13.87,AU
498,erechim,-27.63,-52.27,56.37,67.0,0.0,3.67,BR
499,tsiroanomandidy,-18.77,46.03,63.18,67.0,37.0,1.74,MG
500,ippy,6.27,21.22,73.56,72.0,59.0,3.91,CF
501,saint-joseph,-21.37,55.62,70.39,78.0,20.0,16.11,RE
502,halifax,44.65,-63.57,33.35,74.0,100.0,5.01,CA
503,andenes,69.31,16.12,37.36,93.0,96.0,14.99,NO
504,monrovia,6.3,-10.8,78.8,94.0,75.0,8.81,LR
505,lilongwe,-13.97,33.79,60.42,69.0,1.0,4.65,MW
507,faya,18.39,42.45,61.7,82.0,20.0,6.93,SA
508,riyadh,24.69,46.72,75.2,57.0,100.0,3.36,SA
509,west sacramento,38.58,-121.53,67.91,45.0,1.0,13.87,US
510,kampot,10.62,104.18,81.23,79.0,89.0,4.59,KH
511,nizwa,22.93,57.53,76.28,43.0,46.0,1.48,OM
512,abha,18.22,42.51,61.65,82.0,20.0,6.93,SA
513,los llanos de aridane,28.66,-17.92,66.2,68.0,5.0,16.11,ES
515,casper,42.87,-106.31,57.49,20.0,20.0,10.29,US
517,muslyumovo,55.3,53.19,36.03,80.0,14.0,8.68,RU
518,benguela,-12.58,13.41,77.63,87.0,87.0,3.89,AO
519,mercedes,-34.65,-59.43,63.64,82.0,0.0,8.57,AR
520,popondetta,-8.75,148.25,87.01,56.0,30.0,1.21,PG
521,gigmoto,13.78,124.39,82.08,77.0,83.0,13.62,PH
522,vestmannaeyjar,63.44,-20.27,45.41,93.0,100.0,14.79,IS
523,carauari,-4.88,-66.9,74.73,93.0,100.0,2.1,BR
524,brusque,-27.1,-48.92,65.28,90.0,19.0,2.44,BR
525,leh,34.17,77.58,31.66,20.0,87.0,3.13,IN
526,tommot,58.96,126.29,17.26,85.0,62.0,5.3,RU
527,boden,65.83,21.69,30.2,86.0,33.0,4.7,SE
528,mocuba,-16.84,36.99,69.17,94.0,28.0,3.27,MZ
529,palmas,-10.21,-48.36,78.8,83.0,40.0,2.24,BR
530,troitskoye,52.98,84.68,37.45,76.0,0.0,4.68,RU
531,olafsvik,64.89,-23.71,35.06,85.0,100.0,2.91,IS
532,los alamos,35.89,-106.31,56.59,14.0,1.0,13.87,US
533,gimli,50.63,-96.99,32.0,64.0,96.0,5.01,CA
534,nyurba,63.28,118.33,13.8,91.0,85.0,7.02,RU
535,dongsheng,39.82,109.98,43.23,47.0,8.0,15.57,CN
536,micheweni,-4.97,39.83,79.32,89.0,100.0,20.69,TZ
537,kysyl-syr,63.9,122.76,9.57,90.0,17.0,6.38,RU
538,safakulevo,54.99,62.54,38.75,75.0,87.0,7.36,RU
539,san jose,37.34,-121.89,67.48,45.0,40.0,14.99,US
540,batticaloa,7.71,81.69,80.17,82.0,53.0,4.72,LK
541,novopetrovskoye,55.99,36.47,34.99,93.0,40.0,6.71,RU
542,aykhal,66.0,111.5,10.4,43.0,1.0,4.47,RU
543,ambulu,-8.35,113.61,81.21,72.0,98.0,3.4,ID
544,ust-kuyga,70.02,135.6,3.54,83.0,88.0,4.61,RU
545,banda aceh,5.56,95.32,79.48,78.0,81.0,3.71,ID
546,biak,-0.91,122.88,81.5,73.0,9.0,1.9,ID
547,ico,-6.4,-38.86,75.0,83.0,100.0,1.03,BR
548,majene,-3.54,118.97,80.96,80.0,96.0,2.8,ID
549,batangafo,7.3,18.28,77.56,66.0,70.0,5.46,CF
550,itoman,26.12,127.67,74.32,78.0,75.0,14.99,JP
551,cacoal,-11.44,-61.45,72.25,80.0,65.0,2.51,BR
552,sorong,-0.88,131.25,85.05,71.0,72.0,0.94,ID
553,kutiyana,21.62,69.98,77.63,67.0,18.0,7.45,IN
554,hernani,43.27,-1.98,57.33,100.0,90.0,2.24,ES
555,morwell,-38.23,146.4,54.18,87.0,35.0,1.99,AU
556,port hardy,50.7,-127.42,55.4,71.0,20.0,4.7,CA
557,pisco,-13.7,-76.22,69.46,73.0,17.0,18.34,PE
558,la ronge,55.1,-105.28,32.0,81.0,75.0,12.75,CA
559,lompoc,34.64,-120.46,58.51,62.0,90.0,10.29,US
560,nemuro,43.32,145.57,41.0,93.0,75.0,4.7,JP
561,byron bay,-28.65,153.62,70.79,83.0,19.0,9.17,AU
562,hvolsvollur,63.75,-20.22,42.01,99.0,100.0,15.01,IS
563,misratah,32.38,15.09,63.82,76.0,16.0,11.68,LY
564,anadyr,64.75,177.48,15.35,85.0,90.0,13.42,RU
565,chifeng,42.27,118.96,54.3,34.0,100.0,10.89,CN
567,ilhabela,-23.78,-45.36,72.12,77.0,83.0,6.85,BR
569,fuling,29.7,107.39,61.25,75.0,65.0,0.96,CN
570,tacuarembo,-31.73,-55.98,59.97,72.0,0.0,8.08,UY
571,ayagoz,47.97,80.44,44.28,50.0,4.0,4.85,KZ
572,charagua,-19.8,-63.22,62.89,37.0,0.0,1.25,BO
573,asfi,32.3,-9.24,61.75,81.0,32.0,5.26,MA
574,killybegs,54.63,-8.45,46.99,82.0,58.0,5.01,IE
575,irmo,34.09,-81.18,69.76,36.0,40.0,8.05,US
576,rapid valley,44.06,-103.15,51.4,71.0,75.0,13.87,US
577,lajas,18.05,-67.06,78.71,89.0,11.0,8.39,PR
579,warrington,53.39,-2.58,45.57,87.0,71.0,6.93,GB
580,khasan,42.43,130.64,50.16,58.0,84.0,8.25,RU
581,zholymbet,51.74,71.71,49.03,57.0,69.0,2.33,KZ
582,paita,-5.09,-81.11,75.99,68.0,4.0,11.1,PE
583,manzhouli,49.6,117.43,31.24,64.0,64.0,14.99,CN
584,dawlatabad,36.41,64.91,59.77,37.0,96.0,1.19,AF
585,orange,33.7,-117.77,62.19,52.0,75.0,9.17,US
586,bilibino,68.05,166.44,7.97,79.0,71.0,5.64,RU
587,cerritos,33.86,-118.06,63.52,52.0,75.0,9.17,US
588,bemidji,47.47,-94.88,44.56,55.0,75.0,11.41,US
589,stornoway,58.21,-6.39,41.2,86.0,0.0,2.24,GB
590,ostrovnoy,68.05,39.51,31.75,98.0,98.0,9.89,RU
591,khash,28.22,61.22,63.82,35.0,95.0,1.21,IR
592,giddalur,15.35,78.92,73.29,76.0,4.0,0.43,IN
593,nelson bay,-32.72,152.15,64.51,63.0,11.0,8.05,AU
594,berlevag,70.86,29.09,34.47,87.0,70.0,10.25,NO
595,cristalina,-16.77,-47.61,64.26,73.0,98.0,4.25,BR
597,grindavik,63.84,-22.43,35.06,100.0,90.0,4.7,IS
598,san carlos de bariloche,-41.15,-71.31,53.6,54.0,75.0,25.28,AR
599,naze,28.37,129.48,71.6,88.0,75.0,11.41,JP
600,kukuna,9.4,-12.67,77.83,78.0,40.0,5.06,SL
601,guaca,6.88,-72.86,56.77,52.0,91.0,1.5,CO
602,beyneu,45.32,55.2,60.85,33.0,94.0,12.77,KZ
603,megion,61.03,76.11,50.0,53.0,100.0,11.18,RU
605,mayo,38.89,-76.51,50.11,43.0,1.0,8.1,US
606,vao,-22.67,167.48,76.46,68.0,48.0,9.55,NC
607,tura,25.52,90.22,65.77,79.0,12.0,1.36,IN
608,cotonou,6.37,2.42,84.2,83.0,40.0,9.17,BJ
